VOYAGEID,STATUS,ADLT1IMP,ADLT2IMP,ADLT3IMP,ADPSALE1,ADPSALE2,ADULT1,ADULT2,ADULT3,ADULT4,ADULT5,ADULT6,ADULT7,ARRPORT,ARRPORT2,BOY1,BOY2,BOY3,BOY4,BOY5,BOY6,BOY7,BOYRAT7,CAPTAINA,CAPTAINB,CAPTAINC,CHIL1IMP,CHIL2IMP,CHIL3IMP,CHILD1,CHILD2,CHILD3,CHILD4,CHILD5,CHILD6,CHILD7,CHILRAT7,CONSTREG,CREW,CREW1,CREW2,CREW3,CREW4,CREW5,CREWDIED,DATEDEPA,DATEDEPB,DATEDEPC,D1SLATRA,D1SLATRB,D1SLATRC,DLSLATRA,DLSLATRB,DLSLATRC,DDEPAM,DDEPAMB,DDEPAMC,DATARR32,DATARR33,DATARR34,DATARR36,DATARR37,DATARR38,DATARR39,DATARR40,DATARR41,DATARR43,DATARR44,DATARR45,DATEDEP,DATEBUY,DATELEFTAFR,DATELAND1,DATELAND2,DATELAND3,DATEDEPAM,DATEEND,DEPTREGIMP,DEPTREGIMP1,EMBPORT,EMBPORT2,EMBREG,EMBREG2,EVGREEN,FATE,FATE2,FATE3,FATE4,FEMALE1,FEMALE2,FEMALE3,FEMALE4,FEMALE5,FEMALE6,FEMALE7,FEML1IMP,FEML2IMP,FEML3IMP,GIRL1,GIRL2,GIRL3,GIRL4,GIRL5,GIRL6,GIRL7,GIRLRAT7,GUNS,INFANT1,INFANT2,INFANT3,INFANT4,INFANT5,INFANT6,JAMCASPR,MAJBUYPT,MAJBYIMP,MAJBYIMP1,MAJSELPT,MALE1,MALE1IMP,MALE2,MALE2IMP,MALE3,MALE3IMP,MALE4,MALE5,MALE6,MALE7,MALRAT7,MEN1,MEN2,MEN3,MEN4,MEN5,MEN6,MEN7,MENRAT7,MJBYPTIMP,MJSELIMP,MJSELIMP1,MJSLPTIMP,NATINIMP,NATIONAL,NCAR13,NCAR15,NCAR17,NDESERT,NPAFTTRA,NPPRETRA,NPPRIOR,OWNERA,OWNERB,OWNERC,OWNERD,OWNERE,OWNERF,OWNERG,OWNERH,OWNERI,OWNERJ,OWNERK,OWNERL,OWNERM,OWNERN,OWNERO,OWNERP,PLAC1TRA,PLAC2TRA,PLAC3TRA,PLACCONS,PLACREG,PORTDEP,PORTRET,PTDEPIMP,REGARR,REGARR2,REGDIS1,REGDIS2,REGDIS3,REGEM1,REGEM2,REGEM3,REGISREG,RESISTANCE,RETRNREG,RETRNREG1,RIG,SAILD1,SAILD2,SAILD3,SAILD4,SAILD5,SHIPNAME,SLA1PORT,SLAARRIV,SLADAFRI,SLADAMER,SLADVOY,SLAMIMP,SLAS32,SLAS36,SLAS39,SLAVEMA1,SLAVEMA3,SLAVEMA7,SLAVEMX1,SLAVEMX3,SLAVEMX7,SLAVMAX1,SLAVMAX3,SLAVMAX7,SLAXIMP,SLINTEN2,SLINTEND,SOURCEA,SOURCEB,SOURCEC,SOURCED,SOURCEE,SOURCEF,SOURCEG,SOURCEH,SOURCEI,SOURCEJ,SOURCEK,SOURCEL,SOURCEM,SOURCEN,SOURCEO,SOURCEP,SOURCEQ,SOURCER,TONMOD,TONNAGE,TONTYPE,TSLAVESD,TSLAVESP,TSLMTIMP,VOY1IMP,VOY2IMP,VOYAGE,VYMRTIMP,VYMRTRAT,WOMEN1,WOMEN2,WOMEN3,WOMEN4,WOMEN5,WOMEN6,WOMEN7,WOMRAT7,XMIMPFLAG,YEAR10,YEAR100,YEAR25,YEAR5,YEARAF,YEARAM,YEARDEP,YRCONS,YRREG,VOYAGEID2,INTRAAMER,BOYRAT1,CHILRAT1,GIRLRAT1,MALRAT1,MENRAT1,WOMRAT1,BOYRAT3,CHILRAT3,GIRLRAT3,MALRAT3,MENRAT3,WOMRAT3
17326,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Brown, Hyacinth",,,,,,,,,,,,,,10400.0,,32.0,,30.0,30.0,,,27.0,3.0,1752.0,,,,,,,24.0,5.0,1753.0,20.0,3.0,1753.0,,,,,,,25.0,7.0,1753.0,"03,27,1752",",,",,"03,20,1753",",,",",,","05,24,1753","07,25,1753",10400.0,10000.0,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,60499.0,60400.0,60000.0,35114.0,,,,,,,,,,,,,,,,,,,,60499.0,35100.0,30000.0,35114.0,7.0,7.0,,,,,,,1.0,"French, Martin*","Bright, Allen",,,,,,,,,,,,,,,60306.0,60408.0,60422.0,10404.0,10404.0,10404.0,10404.0,10404.0,,,35100.0,,,60300.0,60400.0,60400.0,10400.0,,10400.0,10000.0,35.0,,,,,,Sally,35114.0,212.0,,,,212.0,,,,,,,,,,,,,248.0,,,"Richardson,III","LList, 3 Oct 1752",BFP42C/B1/F2,"T70/29,f,25",,,,,,,,,,,,,,,272.3,150.0,22.0,,,,358.0,,,,,,,,,,,,,76.0,26,1700,11,51,1753,1753,1752,1750.0,1750.0,,0,,,,,,,,,,,,
17353,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Hunt, Joseph",,,,,,,,,,,,,,10300.0,,15.0,,7.0,5.0,,,12.0,8.0,1753.0,,,,,,,22.0,6.0,1754.0,20.0,4.0,1754.0,,,,,,,5.0,9.0,1754.0,"08,12,1753",",,",,"04,20,1754",",,",",,","06,22,1754","09,05,1754",10400.0,10000.0,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,60601.0,60600.0,60000.0,33499.0,,,,,,,,,,,,,,,,,,,,60601.0,33400.0,30000.0,33401.0,7.0,7.0,,,,,,,,"Laroche, James*",,,,,,,,,,,,,,,,60601.0,,,10399.0,,10404.0,10404.0,10404.0,,,33400.0,,,60600.0,,,,,10400.0,10000.0,,,,,,,Thetis,33499.0,,,,,209.0,,,,,,,,,,,,,276.0,,,"Richardson,III","RWJ,54.05.04.","PA,54.08.06.",,,,,,,,,,,,,,,,74.3,40.0,22.0,,,,251.0,,,,,,,,,,,,,114.0,26,1700,11,51,1754,1754,1753,,,,0,,,,,,,,,,,,
17382,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Cowie, Robert",,,,,,,,,,,,,,20900.0,,30.0,,30.0,12.0,,,16.0,5.0,1754.0,,,,,,,17.0,5.0,1755.0,1.0,2.0,1755.0,,,,,,,9.0,7.0,1755.0,"05,16,1754",",,",,"02,01,1755",",,",",,","05,17,1755","07,09,1755",10400.0,10000.0,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,60622.0,60600.0,60000.0,35114.0,,,,,,,,,,,,,,,,,,,,60622.0,35100.0,30000.0,35114.0,7.0,7.0,,,,,,,,"Webb, Samuel*",,,,,,,,,,,,,,,,60622.0,,,20902.0,10404.0,10404.0,10404.0,10404.0,,,35100.0,,,60600.0,,,10400.0,,10400.0,10000.0,35.0,,,,,,Two Sisters,35114.0,267.0,,,,267.0,,,,,,,,,,,,,312.0,,300.0,"Richardson,III",,,,,,,,,,,,,,,,,,146.3,80.0,22.0,,,,261.0,,,,,,,,,,,,,76.0,26,1700,11,51,1755,1755,1754,1748.0,1753.0,,0,,,,,,,,,,,,
17457,PUBLISHED,,,,,,,,,,,,,35199.0,,,,,,,,,,"Chambers, Robert","Watkins, William",,,,,,,,,,,,,10400.0,,22.0,,,,,,7.0,4.0,1759.0,,,,,,,,,,,,,,,,,,,,,,"04,07,1759",",,",,",,",",,",",,",",,",",,",10400.0,10000.0,,,,,True,49,1,14,1,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,60499.0,60400.0,60000.0,,,,,,,,,,,,,,,,,,,,,60499.0,35100.0,30000.0,35199.0,7.0,7.0,,,,,,,,"Charleton, Edward*",,,,,,,,,,,,,,,,60399.0,60412.0,60408.0,10427.0,,10404.0,,10404.0,35100.0,,,,,60300.0,60400.0,60400.0,,,,,,,,,,,Hope,,,,,,199.0,,,,,,,,,,,,,230.0,,,"Richardson,III","LList, 19 Feb 1760","LList, 18 Mar 1760",,,,,,,,,,,,,,,,182.3,100.0,22.0,230.0,,,,,,,,,,,,,,,,108.0,26,1700,11,52,1759,1759,1759,,,,0,,,,,,,,,,,,
17543,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,Roe,Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,2.0,1764.0,",,",",,",,",,",",,",",,",",,","02,13,1764",10400.0,10000.0,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60299.0,60200.0,60000.0,33599.0,,,,,,,,,,,,,,,,,,,,60220.0,33500.0,30000.0,33599.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,60220.0,,,,,10404.0,10404.0,10404.0,,,33500.0,,,60200.0,,,,,10400.0,10000.0,,,,,,,Catherine,33599.0,,,,,204.0,,,,,,,,,,,,,226.0,,,"Richardson,III","LList, 16 Dec 1763",,,,,,,,,,,,,,,,,65.3,35.0,22.0,,,,,,,,,,,,,,,,,105.0,27,1700,11,53,1764,1764,1764,,,,0,,,,,,,,,,,,
17561,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Borthwick, Thomas",,,,,,,,,,,,,,,,46.0,,40.0,25.0,,,1.0,5.0,1763.0,,,,,,,2.0,5.0,1764.0,26.0,1.0,1764.0,,,,,,,15.0,6.0,1764.0,"05,01,1763",",,",,"01,26,1764",",,",",,","05,02,1764","06,15,1764",10400.0,10000.0,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60605.0,60600.0,60000.0,33899.0,,,,,,,,,,,,,,,,,,,,60605.0,33800.0,30000.0,33899.0,7.0,7.0,,,,,60673.0,,,"Powell, John*",,,,,,,,,,,,,,,,60605.0,,,,,10404.0,10404.0,10404.0,,,33800.0,,,60600.0,,,,,10400.0,10000.0,,,,,,,Prince of Wales,33899.0,350.0,,,,350.0,,,,,,,,,,,,,420.0,,,"Richardson,III","LList, 31 Jan 1764","LList, 17 Feb 1764",,,,,,,,,,,,,,,,236.3,130.0,22.0,420.0,,420.0,270.0,,,70.0,0.17,,,,,,,,,114.0,27,1700,11,53,1764,1764,1763,,,,0,,,,,,,,,,,,
17562,PUBLISHED,,,,,,,,,,,,,35199.0,,,,,,,,,,"Brown, William",,,,,,,,,,,,,,10400.0,,36.0,,8.0,19.0,,,2.0,9.0,1763.0,31.0,1.0,1764.0,5.0,8.0,1764.0,21.0,2.0,1765.0,8.0,11.0,1764.0,,,,,,,11.0,4.0,1765.0,"09,02,1763","01,31,1764","8,5,1764","11,08,1764",",,",",,","02,21,1765","04,11,1765",10400.0,10000.0,,,,,True,1,1,14,1,,,105.0,,,,105.0,,,105.0,,,,,,,,,8.0,,,,,,,,60499.0,60400.0,60000.0,35114.0,,,,,206.0,206.0,,,,206.0,0.66238,,,,,,,,,60499.0,35100.0,30000.0,35114.0,7.0,7.0,,,,,,,1.0,"Farr, Richard",Farr (Son)*,"Bishop, William",,,,,,,,,,,,,,60319.0,60412.0,60408.0,10404.0,10404.0,10404.0,10404.0,10404.0,35100.0,,35100.0,,,60300.0,60400.0,60400.0,10400.0,,10400.0,10000.0,4.0,,,,,,Quebec,35114.0,350.0,,,,350.0,,,,,,,,311.0,311.0,,,,400.0,,,"Richardson,III","LList, 21 Dec 1764",,,,,,,,,,,,,,,,,218.3,120.0,22.0,400.0,,400.0,433.0,95.0,,50.0,0.13,,,,,,,,,33.0,27,1700,11,53,1764,1764,1763,1759.0,1760.0,,0,,,,,,,,,,0.66238,,
17700,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Lambert, John",,,,,,,,,,,,,,,,,,,,,,9.0,1.0,1768.0,,,,,,,,,,,,,,,,,,,,,,"01,09,1768",",,",,",,",",,",",,",",,",",,",10400.0,10000.0,,,,,True,69,3,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,60699.0,60600.0,60000.0,,,,,,,,,,,,,,,,,,,,,60699.0,,,,7.0,7.0,,,,,,,,"Jones, Thomas",,,,,,,,,,,,,,,,60620.0,60627.0,,,,10404.0,,10404.0,,,,,,60600.0,60600.0,,,2.0,,,,,,,,,Indian Prince,,,,,,,,,,,,,,,,,,,276.0,,,"Richardson,III","LList, 3 Jan 1769",,,,,,,,,,,,,,,,,182.3,100.0,22.0,,,,,,,,,,,,,,,,,114.0,27,1700,11,54,1768,1768,1768,,,,0,,,,,,,,,,,,
17814,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Brown, Windsor",,,,,,,,,,,,,,80700.0,,45.0,,29.0,18.0,17.0,,23.0,2.0,1772.0,,,,,,,27.0,7.0,1773.0,10.0,6.0,1773.0,,,,,,,8.0,9.0,1773.0,"02,23,1772",",,",,"06,10,1773",",,",",,","07,27,1773","09,08,1773",10400.0,10000.0,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,60499.0,60400.0,60000.0,21399.0,,,,,,,,,,,,,,,,,,,,60499.0,21300.0,20000.0,21302.0,7.0,7.0,,,,,,,,"Fowler, John*",,,,,,,,,,,,,,,,60408.0,60410.0,,80709.0,,10404.0,10404.0,10404.0,,,21300.0,,,60400.0,60400.0,,,,10400.0,10000.0,,,,,,,Maesgwin,21399.0,270.0,,,,270.0,264.0,0.0,0.0,,,,,,,,,,313.0,,,"Richardson,IV",,,,,,,,,,,,,,,,,,218.3,120.0,22.0,,,,473.0,,,,,,,,,,,,,108.0,28,1700,11,55,1773,1773,1772,,,,0,,,,,,,,,,,,
17947,PUBLISHED,,,,,,,,,,,,,35199.0,,,,,,,,,,"Gould, John",,,,,,,,,,,,,,10700.0,,21.0,,21.0,17.0,17.0,,2.0,3.0,1785.0,2.0,5.0,1785.0,28.0,8.0,1785.0,22.0,1.0,1786.0,24.0,11.0,1785.0,,,,,,,27.0,3.0,1786.0,"03,02,1785","05,02,1785","8,28,1785","11,24,1785",",,",",,","01,22,1786","03,27,1786",10400.0,10000.0,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,60499.0,60400.0,60000.0,21399.0,,,,,,,,,,,,,,,,,,,,60499.0,21300.0,20000.0,21302.0,7.0,7.0,,,,,,,1.0,"Anderson, John",,,,,,,,,,,,,,,,60307.0,60412.0,60408.0,10720.0,10404.0,10404.0,10404.0,10404.0,35100.0,,21300.0,,,60300.0,60400.0,60400.0,10400.0,,10400.0,10000.0,1.0,,,,,,Alert,21302.0,213.0,,,,213.0,,,,,,,,,,,,,225.0,,,"Richardson,IV",McMillin,"Lambert,72,295",,,,,,,,,,,,,,,,182.3,100.0,22.0,225.0,,225.0,267.0,88.0,,12.0,0.05,,,,,,,,,18.0,29,1700,12,57,1785,1785,1785,1780.0,1780.0,,0,,,,,,,,,,,,
17955,PUBLISHED,,,46.0,,,,,,,,,46.0,,,,,32.0,,,,32.0,0.31373,"Williams, Joseph",,,,,56.0,,,,,,,56.0,0.54902,21900.0,,15.0,,10.0,10.0,10.0,,23.0,7.0,1785.0,,,,22.0,12.0,1785.0,13.0,3.0,1786.0,17.0,2.0,1786.0,,,,,,,9.0,5.0,1786.0,"07,23,1785",",,","12,22,1785","02,17,1786",",,",",,","03,13,1786","05,09,1786",10400.0,10000.0,,,,,True,1,1,14,1,,,,,,,50.0,,,50.0,,,24.0,,,,24.0,0.23529,6.0,,,,,,,,60699.0,60600.0,60000.0,34499.0,,,,,,52.0,,,,52.0,0.5098,,,20.0,,,,20.0,0.19608,60699.0,34400.0,30000.0,34499.0,7.0,7.0,,,,,,,1.0,"Tapscott, William","Williams, James","Powell, John","Rogers, James",,,,,,,,,,,,,60601.0,60608.0,,21999.0,10404.0,10404.0,10404.0,10404.0,,,34400.0,,,60600.0,60600.0,,10400.0,,10400.0,10000.0,1.0,,,,,,Little Pearl,34499.0,,,,,102.0,102.0,0.0,0.0,,102.0,102.0,,102.0,102.0,,102.0,102.0,169.0,,,"Richardson,IV",,,,,,,,,,,,,,,,,,72.0,72.0,13.0,169.0,,,209.0,57.0,,,,,,26.0,,,,26.0,0.2549,18.0,29,1700,12,58,1785,1786,1785,1778.0,1783.0,,0,,,,,,,0.31373,0.54902,0.23529,0.5098,0.19608,0.2549
18012,PUBLISHED,,,,,,,,,,,,,35199.0,,,,,,,,,,"Bowen, Richard",,,,,,,,,,,,,,80700.0,,33.0,,29.0,25.0,21.0,,13.0,11.0,1787.0,,,,,,,21.0,7.0,1788.0,15.0,6.0,1788.0,,,,,,,7.0,9.0,1788.0,"11,13,1787",",,",,"06,15,1788",",,",",,","07,21,1788","09,07,1788",10400.0,10000.0,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,60622.0,60600.0,60000.0,35114.0,,,,,,,,,,,,,,,,,,,,60622.0,35100.0,30000.0,35114.0,7.0,7.0,,,,,,,,"Jones, Thomas",,,,,,,,,,,,,,,,60622.0,,,80704.0,10404.0,10404.0,10404.0,10404.0,35100.0,,35100.0,,,60600.0,,,10400.0,,10400.0,10000.0,1.0,,5.0,,,,Wasp,35114.0,230.0,,,,230.0,,,,,,,,,,,,,248.0,,250.0,"Richardson,IV",,,,,,,,,,,,,,,,,,130.0,130.0,13.0,,,,215.0,,,,,,,,,,,,,18.0,29,1700,12,58,1788,1788,1787,1776.0,1786.0,,0,,,,,,,,,,,,
18054,PUBLISHED,229.0,,,,,,,,,,,229.0,35199.0,,10.0,,,,,,10.0,0.03906,"Goodrich, John",,,27.0,,,,,,,,,27.0,0.10547,21700.0,,27.0,,21.0,19.0,16.0,,21.0,9.0,1789.0,18.0,12.0,1789.0,,,,13.0,9.0,1790.0,3.0,9.0,1790.0,,,,,,,2.0,11.0,1790.0,"09,21,1789","12,18,1789",,"09,03,1790",",,",",,","09,13,1790","11,02,1790",10400.0,10000.0,,,,,True,1,1,14,1,,,,,,,95.0,95.0,,,17.0,,,,,,17.0,0.06641,4.0,,,,,,,,60610.0,60600.0,60000.0,35199.0,,161.0,,,,,,,,161.0,0.62891,151.0,,,,,,151.0,0.58984,60610.0,35100.0,30000.0,35199.0,7.0,7.0,41.0,168.0,47.0,,,,,"Rogers, James*","Laroche, James (Sir)","Goodrich, John","Fydell, Richard","Blake, Richard","Powell, John (Jr)",,,,,,,,,,,60604.0,60610.0,60608.0,21704.0,,10404.0,10404.0,10404.0,35100.0,,35100.0,,,60600.0,60600.0,60600.0,,,10400.0,10000.0,1.0,,,,,3.0,Sarah,35199.0,143.0,,,80.0,176.0,141.0,0.0,0.0,256.0,,256.0,256.0,,256.0,256.0,,256.0,256.0,,257.0,"Richardson,IV",,,,,,,,,,,,,,,,,,154.0,154.0,13.0,256.0,256.0,256.0,347.0,,,80.0,0.31,78.0,,,,,,78.0,0.30469,18.0,29,1700,12,58,1790,1790,1789,1788.0,,,0,0.03906,0.10547,0.06641,0.62891,0.58984375,0.30469,,,,,,
18212,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Damer, Samuel",,,,,,,,,,,,,,80700.0,,31.0,,30.0,,,,3.0,8.0,1795.0,,,,,,,,,,21.0,7.0,1796.0,,,,,,,,,,"08,03,1795",",,",,"07,21,1796",",,",",,",",,",",,",10400.0,10000.0,,,,,True,68,1,14,1,135.0,,132.0,,,,132.0,135.0,,132.0,,,,,,,,,8.0,,,,,,,,60799.0,60700.0,60000.0,35114.0,202.0,202.0,,,196.0,196.0,,,,196.0,0.59756,,,,,,,,,60799.0,35100.0,30000.0,35114.0,7.0,7.0,,,,,,,,"Jones, Thomas*","Dorvell, William","Jones, Esther (exec)","Reynolds, Robert",,,,,,,,,,,,,60408.0,60735.0,,80709.0,10404.0,10404.0,,10404.0,,,35100.0,,,60400.0,60700.0,,10400.0,,,,4.0,,,,,,Nelly,35114.0,328.0,,,,328.0,,,,,,,337.0,328.0,328.0,,,,337.0,,340.0,"Richardson,IV",,,,,,,,,,,,,,,,,,203.0,203.0,13.0,337.0,,337.0,353.0,,,9.0,0.03,,,,,,,,,34.0,30,1700,12,60,1796,1796,1795,,1795.0,,0,,,,0.59941,,,,,,0.59756,,
18274,PUBLISHED,,,,,,,,,,,,,35199.0,,,,,,,,,,"Thomson, Charles",,,,,,,,,,,,,,80700.0,,24.0,,22.0,15.0,,,29.0,5.0,1786.0,26.0,8.0,1786.0,17.0,12.0,1786.0,20.0,3.0,1787.0,2.0,2.0,1787.0,,,,,,,3.0,5.0,1787.0,"05,29,1786","08,26,1786","12,17,1786","02,02,1787",",,",",,","03,20,1787","05,03,1787",10400.0,10000.0,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,60499.0,60400.0,60000.0,35199.0,,,,,,,,,,,,,,,,,,,,60499.0,35100.0,30000.0,35199.0,7.0,7.0,,,,,,,,"Anderson, John*",,,,,,,,,,,,,,,,60412.0,60408.0,60410.0,80709.0,10404.0,10404.0,10404.0,10404.0,35100.0,,35100.0,,,60400.0,60400.0,60400.0,10400.0,,10400.0,10000.0,1.0,,,,,,Alert,35199.0,300.0,,,,300.0,,,,,,,,,,,,,321.0,,,"Richardson,IV","BRO, SMV/9/3/3/8,349",CO142/20,,,,,,,,,,,,,,,,100.0,100.0,13.0,321.0,,321.0,249.0,47.0,,21.0,0.07,,,,,,,,,108.0,29,1700,12,58,1786,1787,1786,,1780.0,,0,,,,,,,,,,,,
19044,PUBLISHED,,,,,,,,,,,,,50422.0,,,,,,,,,,"Pacheco, José Antônio",,,,,,,,,,,,,,,,,,12.0,,,,,,,,,1797.0,,,1797.0,,,,20.0,2.0,1797.0,,,,,,,,,,",,",",,1797",,"02,20,1797",",,",",,",",,",",,",50400.0,50000.0,60707.0,,60700.0,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60707.0,60700.0,60000.0,50422.0,,,,,,,,,,,,,,,,,,,,60707.0,50400.0,50000.0,50422.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,60707.0,,,,,50422.0,,50422.0,50400.0,,50400.0,,,60700.0,,,,,,,13.0,,,,,,NS da Boa Viagem e S Lourenço,50422.0,384.0,,4.0,67.0,388.0,,,,,,,,,,,,,455.0,,,"ANRJ, cod. 242, p.22v","AHNA, Códice C-9-3",,,,,,,,,,,,,,,,,,,,455.0,,455.0,,,,67.0,0.15,,,,,,,,,53.0,30,1700,12,60,1797,1797,1797,,,,0,,,,,,,,,,,,
19135,PUBLISHED,,,,,,,,,,,,,50422.0,,,,,,,,,,"Firme, Antônio Caetano",,,,,,,,,,,,,,,,,,,,,,,,,28.0,4.0,1801.0,16.0,5.0,1801.0,,,,30.0,8.0,1801.0,,,,,,,,,,",,","04,28,1801","5,16,1801","08,30,1801",",,",",,",",,",",,",50400.0,50000.0,60707.0,,60700.0,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60707.0,60700.0,60000.0,50422.0,,,,,,,,,,,,,,,,,,,,60707.0,50400.0,50000.0,50422.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,60707.0,,,,,50422.0,,50422.0,50400.0,,50400.0,,,60700.0,,,,,,,25.0,,,,,,Flora,50422.0,498.0,,1.0,11.0,499.0,,,,,,,,,,,,,510.0,,,"ANRJ, cod. 242, p.68","AHNA, Códice E-19-5 (Benguela)",,,,,,,,,,,,,,,,,,,,510.0,,510.0,,106.0,,11.0,0.02,,,,,,,,,63.0,31,1800,13,61,1801,1801,1801,,,,0,,,,,,,,,,,,
19374,PUBLISHED,,,,,,,,,,,,,50422.0,,,,,,,,,,"Almeida, Manoel Pedro de","Soares, José Narciso","Souza, Joaquim José",,,,,,,,,,,,,,,,,,,,,,,,10.0,1810.0,28.0,11.0,1810.0,,,,12.0,3.0,1811.0,,,,,,,,,,",,","10,,1810","11,28,1810","03,12,1811",",,",",,",",,",",,",50400.0,50000.0,,,,,True,1,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60820.0,60800.0,60000.0,50422.0,,,,,,,,,,,,,,,,,,,,60820.0,50400.0,50000.0,50422.0,6.0,4.0,,,,,60803.0,,,"Matos, Fernando Joaquim de",,,,,,,,,,,,,,,,60820.0,60807.0,,,,50422.0,,50422.0,50400.0,,50400.0,,,60800.0,60800.0,,,,,,40.0,,,,,,Alexandre,50422.0,191.0,,,24.0,191.0,,,,,,,,,,,,,215.0,,,"ANRJ, cod. 242, p.189","Reidy,appendix",CapelaNotes,"AHU,Moçambique,Cx 132 No 5",,,,,,,,,,,,,,,150.0,150.0,1.0,215.0,,215.0,,104.0,,24.0,0.11,,,,,,,,,81.0,32,1800,13,63,1810,1811,1810,,,,0,,,,,,,,,,,,
19553,PUBLISHED,80.0,,,,,,,,,,,80.0,,,2.0,,,12.0,,,14.0,0.13725,"Florêncio, Antônio",,,22.0,,,,,,,,,22.0,0.21569,,,,,,,,,23.0,4.0,1774.0,,,1774.0,30.0,6.0,1774.0,21.0,10.0,1774.0,30.0,8.0,1774.0,,,,,,,28.0,12.0,1774.0,"04,23,1774",",,1774","6,30,1774","08,30,1774",",,",",,","10,21,1774","12,28,1774",10200.0,10000.0,60104.0,,60100.0,,False,1,1,14,1,,,,,,,49.0,49.0,,,4.0,,,4.0,,,8.0,0.07843,,,,,,,,,60104.0,60100.0,60000.0,50103.0,,53.0,,,,,,,,53.0,0.51961,10.0,,,29.0,,,39.0,0.38235,60104.0,50100.0,50000.0,50103.0,6.0,4.0,22.0,80.0,0.0,,,1.0,,Companhia Geral do Grão Pará e Maranhão,,,,,,,,,,,,,,,,60105.0,60104.0,,,,10203.0,10203.0,10203.0,,,50100.0,,,60100.0,60100.0,,,,10200.0,10000.0,25.0,,,,,,S Pedro,50103.0,91.0,,,,91.0,91.0,0.0,0.0,102.0,,102.0,102.0,,102.0,102.0,,102.0,102.0,,,Carreira1969:454-65,"ANTT,AHMF,CGGPM,40:153,165","ANTT,AHMF,CGGPM,50:278-9,336,342","ANTT,AHMF,CGGPM,65","AHU,Pará,cx.73,doc.6184","AHU,Pará,Cx73,Doc.6184,6169",,,,,,,,,,,,,,,,,102.0,,129.0,61.0,,,,6.0,,,35.0,,,41.0,0.40196,61.0,28,1700,11,55,1774,1774,1774,,,,0,0.13725,0.21569,0.07843,0.51961,0.382352941176471,0.40196,,,,,,
20105,PUBLISHED,,,,,,,,,,,,,,,,,,,,,,,"Cary, Thomas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,5.0,1683.0,,,,,,,,,,",,",",,",,"05,20,1683",",,",",,",",,",",,",10400.0,10000.0,,,,,True,49,1,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,60811.0,60800.0,60000.0,34299.0,,,,,,,,,,,,,,,,,,,,60811.0,34200.0,30000.0,34299.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,60811.0,,,,10433.0,10433.0,,10433.0,,,34200.0,,,60800.0,,,10400.0,,,,,,,,,,Oxford,34299.0,200.0,,,,200.0,,,,,,,,,,,,,289.0,,,"CO33/14,22",,,,,,,,,,,,,,,,,,272.3,150.0,22.0,,,,,,,,,,,,,,,,,122.0,19,1600,8,37,1683,1683,1683,,,,0,,,,,,,,,,,,
